Epochs,RGB_AlexNet_Train_Acc,RGB_AlexNet_Test_Acc,RGB_AlexNet_Train_Loss,RGB_AlexNet_Test_Loss,RGB_ResNet34_Train_Acc,RGB_ResNet34_Test_Acc,RGB_ResNet34_Train_Loss,RGB_ResNet34_Test_Loss,RGB_ResNet50_Train_Acc,RGB_ResNet50_Test_Acc,RGB_ResNet50_Train_Loss,RGB_ResNet50_Test_Loss,RGB_VGG16_Train_Acc,RGB_VGG16_Test_Acc,RGB_VGG16_Train_Loss,RGB_VGG16_Test_Loss
19,0.7240823441081576,0.7559523979822794,0.758688833978441,0.6836973230044047,99.86111111111111,94.8148148148148,0.0080884832902537,0.1788642936282687,99.9074074074074,94.07407407407408,0.0130650350645951,0.1878102945370806,97.22222222222224,94.44444444444444,0.0885447306243483,0.206485433055444
20,0.7375372052192688,0.754464308420817,0.7380814949671427,0.6470899879932404,99.67592592592592,94.44444444444444,0.0117253183578962,0.2059892349772983,99.86111111111111,94.25925925925924,0.0118081178807187,0.212798739473025,97.5,95.55555555555556,0.0712007046642932,0.1553755096495425
21,0.7520461347368028,0.770089308420817,0.6932195954852634,0.6514016588528951,99.76851851851852,95.37037037037037,0.0086738268762607,0.1678993130723635,99.86111111111111,93.14814814814817,0.0098536980906775,0.1989337472865978,99.16666666666669,95.55555555555556,0.0332933467973763,0.1772501440530451
22,0.744915677441491,0.754278282324473,0.6865162054697672,0.6457219024499258,100.0,95.0,0.0043240105493596,0.1746337165435155,99.62962962962963,94.8148148148148,0.0130731281105374,0.2001830989287959,97.63888888888889,94.8148148148148,0.0758279060999698,0.1898364990141571
23,0.75099206633038,0.777901808420817,0.6879380742708842,0.6922743419806162,99.9074074074074,94.62962962962963,0.0036731640233055,0.1764048193064001,99.76851851851852,95.1851851851852,0.0090988480266841,0.214845897629857,99.25925925925924,95.55555555555556,0.0255529097408083,0.1728817685378838
24,0.753782245847914,0.769903282324473,0.6736537350548638,0.6335873703161875,99.9074074074074,94.62962962962963,0.0063629749878172,0.1844248879286978,99.58333333333331,94.44444444444444,0.0130019495914251,0.1952064596116542,98.6574074074074,95.92592592592592,0.0473919046224396,0.1327356829424388
25,0.7775917715496488,0.750186026096344,0.6217992703119913,0.6540271242459615,99.9074074074074,94.25925925925924,0.0047130205237087,0.168539911094639,99.95370370370372,95.0,0.0095494051484445,0.204295983331071,98.24074074074076,94.62962962962963,0.0548000173259745,0.2485903005855267
26,0.7728174659940932,0.7209821542104086,0.6198123229874505,0.7325811386108398,100.0,94.07407407407408,0.0037875216957592,0.180791621406873,99.8148148148148,95.1851851851852,0.0088937306906754,0.1902793755547868,99.35185185185183,94.07407407407408,0.0298239633527426,0.2186687257284682
27,0.7880084382163154,0.6971726218859354,0.5996423098776076,0.7907645106315613,100.0,95.37037037037037,0.0035726784023127,0.1505970404379897,99.62962962962963,94.8148148148148,0.0111763904740869,0.1905295745366149,98.5648148148148,93.88888888888889,0.0363855869250341,0.2556563651990419
28,0.7776537736256918,0.7568824489911398,0.601613140768475,0.6723981499671936,100.0,94.07407407407408,0.0034553652701159,0.1588911281691657,99.95370370370372,94.62962962962963,0.0074032564606407,0.1922540225916438,98.33333333333331,94.07407407407408,0.0526550984359346,0.2317608751781175
29,0.7671130961842008,0.7792038917541504,0.6212949819035001,0.6449507375558218,99.86111111111111,95.0,0.0071903387365369,0.1438501687306496,99.8148148148148,93.88888888888889,0.0087956592940506,0.1989580591519673,98.33333333333331,92.4074074074074,0.0410191353610785,0.3154409093737794
30,0.7919766902923584,0.773623526096344,0.571159647570716,0.648830771446228,99.9074074074074,95.55555555555556,0.0044560652304961,0.1525989642573727,100.0,95.37037037037037,0.0057177718365838,0.1854185469241606,98.79629629629628,95.1851851851852,0.0467571386719047,0.1899866785919156
31,0.8116319510671828,0.7609747250874838,0.5262181560198466,0.6672622213761011,99.95370370370372,94.62962962962963,0.0045585830726742,0.1880681378146012,99.9074074074074,96.29629629629628,0.0084673311297699,0.175686372237073,98.6574074074074,93.70370370370372,0.0392126524949323,0.2744599217332827
32,0.8021453420321146,0.7767857313156128,0.5275048414866129,0.6373342971007029,100.0,95.1851851851852,0.0039405857336104,0.1394914121677478,99.76851851851852,95.74074074074076,0.0089802839793264,0.1926414277921948,98.24074074074076,93.51851851851852,0.0569204766447108,0.2709464298027074
33,0.8172743121782938,0.7840401927630106,0.4869355824258592,0.6254447301228842,99.9074074074074,96.11111111111111,0.0032446833519155,0.1310555951462851,99.95370370370372,94.8148148148148,0.0073664933032191,0.1926137796706623,98.61111111111111,94.44444444444444,0.0350028486290659,0.2441190226347637
34,0.8253968291812472,0.7793898979822794,0.4861819412973192,0.6453806261221567,100.0,94.8148148148148,0.0039630246867412,0.150469034910202,100.0,96.48148148148148,0.0043409498278325,0.1470065170692073,99.35185185185183,94.8148148148148,0.0201845889849423,0.1866621311092678
35,0.8345734145906236,0.7922247250874838,0.4511527352862888,0.6273189683755239,99.95370370370372,95.92592592592592,0.0033375937080777,0.1442155241966247,99.86111111111111,94.8148148148148,0.0071007577935233,0.1921454452806049,99.30555555555556,95.0,0.0165259996848523,0.186559388284556
36,0.8412698441081576,0.7998511989911398,0.4562772744231754,0.5712695022424062,99.86111111111111,94.44444444444444,0.0050857069607659,0.1625206242832872,99.95370370370372,95.1851851851852,0.0072900151255239,0.1888929270207882,98.88888888888889,94.8148148148148,0.0325163844534151,0.2100500508467495
37,0.8616071475876702,0.8002232313156128,0.4134224719471401,0.5971954166889191,99.95370370370372,94.8148148148148,0.0024151740183108,0.1644518965234359,99.67592592592592,95.0,0.0096788667655988,0.190264037085904,99.30555555555556,95.74074074074076,0.0195169208339875,0.2066562925338075
38,0.8526785771052042,0.7961309750874838,0.4157533844312032,0.5976878305276235,100.0,96.11111111111111,0.002759465976851,0.1411347474075026,99.8148148148148,94.25925925925924,0.0077241444566478,0.2017564576947026,99.21296296296296,94.62962962962963,0.0339203862921054,0.230954588685456
39,0.8601810534795126,0.7883184750874838,0.3735844757821824,0.5936776399612427,100.0,96.11111111111111,0.0019293651874998,0.1521164267841312,99.95370370370372,95.0,0.0056241712197387,0.1921735190682941,98.24074074074076,94.44444444444444,0.0599114608459571,0.1894865479758557
40,0.867001493771871,0.7637648979822794,0.3854752414756351,0.8376746525367101,100.0,95.55555555555556,0.0016708406876526,0.1637991513642999,99.86111111111111,94.8148148148148,0.0060510890924727,0.2128610610961914,99.25925925925924,95.74074074074076,0.0219695522147744,0.2100121619779897
41,0.8389136923684014,0.7989211479822794,0.4474404388003879,0.6436486542224884,100.0,94.8148148148148,0.0025334335659863,0.1539456322789192,99.9074074074074,94.8148148148148,0.0066723295569639,0.2045919386049111,99.58333333333331,95.55555555555556,0.0143061601317158,0.1863523791536114
42,0.845362106959025,0.7842261989911398,0.4368005560504066,0.646548330783844,100.0,95.0,0.0024089707012,0.1648275903943512,100.0,95.92592592592592,0.0045380130245843,0.1846739856733216,99.67592592592592,95.55555555555556,0.0090827619837107,0.2006017681243761
43,0.8602430621782938,0.8119419813156128,0.3923623859882355,0.580440471569697,99.9074074074074,95.74074074074076,0.0032046455436262,0.1486304147789875,100.0,95.74074074074076,0.0048489349154645,0.1907185009784168,99.8148148148148,95.74074074074076,0.0068540255183506,0.1872780614755945
44,0.8767981198098924,0.809151808420817,0.3406721883349948,0.6808326343695322,100.0,94.44444444444444,0.0020137464744038,0.1600081921658582,99.8148148148148,95.37037037037037,0.0063266518101205,0.1828241940173837,99.8148148148148,95.1851851851852,0.0069617669692246,0.2488065137967008
45,0.8612351218859354,0.7723214427630106,0.3944241238964928,0.6981461544831594,100.0,95.92592592592592,0.0021460832735208,0.1468960337547792,99.9074074074074,95.1851851851852,0.0040326907337122,0.1873871721327304,99.67592592592592,95.92592592592592,0.0059802059724247,0.2040680966171802
46,0.8596850236256918,0.7183779875437418,0.3988484690586726,0.7171912789344788,100.0,95.92592592592592,0.0020650581966893,0.1423463316427337,99.9074074074074,95.1851851851852,0.0066531257984666,0.2089958873887857,99.30555555555556,90.1851851851852,0.0300721453375658,0.4098406536915503
47,0.8757440514034696,0.8182663917541504,0.3371928897168901,0.5676299333572388,100.0,95.74074074074076,0.0016180543213575,0.1491393144759867,99.9074074074074,95.74074074074076,0.0056948109208058,0.1597369735439618,98.33333333333331,94.8148148148148,0.0491367296730031,0.2111524655111305
48,0.9071180621782938,0.8156622250874838,0.2680876784854465,0.6412928799788157,100.0,96.11111111111111,0.0016271133996162,0.1316310805785987,99.9074074074074,95.1851851851852,0.0048332791638505,0.2163045530517896,99.12037037037037,95.0,0.0258982902271193,0.2175779274843722
49,0.9145585364765592,0.765625019868215,0.2546195023589664,0.8232403794924418,100.0,95.37037037037037,0.0010569875688387,0.1414803124757276,99.9074074074074,95.55555555555556,0.0060911706241313,0.217040232486195,99.44444444444444,94.8148148148148,0.0173630017323054,0.2053177053469827
50,0.8920510941081576,0.7987351417541504,0.2936476618051529,0.6760470072428385,99.95370370370372,95.1851851851852,0.0022463481642155,0.1512829940766096,99.95370370370372,95.92592592592592,0.0039364730576327,0.1651937663555145,99.62962962962963,94.07407407407408,0.0154583432488246,0.2417971184273911
