,RGB_ResNet34_Train_Acc,RGB_ResNet34_Test_Acc,RGB_ResNet34_Train_Loss,RGB_ResNet34_Test_Loss,ResNet_34_Top_1,ResNet_34_Top_5
0,97.17592592592592,91.66666666666667,0.0995171562056331,0.2845110346873601,95.7407,100
1,97.77777777777777,94.07407407407408,0.0747297548360246,0.21731085744169024,95.7407,100
2,98.05555555555556,93.70370370370371,0.059640331385547626,0.21581863363583884,95.7407,100
3,98.8425925925926,93.70370370370371,0.03888402361532345,0.2305139216283957,95.7407,100
4,98.79629629629629,95.0,0.043291555813458914,0.16283689522080952,95.7407,100
5,99.16666666666667,94.07407407407408,0.03418230194160167,0.20459744582573572,95.7407,100
6,99.30555555555556,94.62962962962963,0.030687050743247655,0.1856182770182689,95.7407,100
7,99.58333333333333,93.51851851851852,0.018422889084938693,0.19944765667120615,95.7407,100
8,99.35185185185185,94.07407407407408,0.020799138021710163,0.16034621786740091,95.7407,100
9,99.72222222222223,94.44444444444444,0.014975794947103542,0.15217930699388185,95.7407,100
10,99.81481481481481,95.18518518518519,0.011226388577864888,0.1687720525595877,95.7407,100
11,99.72222222222223,94.44444444444444,0.013634338461355689,0.16675115128358206,95.7407,100
12,99.76851851851852,94.07407407407408,0.011195336023400374,0.19557710530029404,95.7407,100
13,99.67592592592592,94.44444444444444,0.013648693401859525,0.18216004222631454,95.7407,100
14,99.86111111111111,95.0,0.010593588977559087,0.1537723516424497,95.7407,100
15,99.67592592592592,94.25925925925925,0.012711579336182159,0.20646277649535072,95.7407,100
16,99.86111111111111,95.18518518518519,0.006415730342268944,0.1440787116686503,95.7407,100
17,99.81481481481481,95.55555555555556,0.007388618695960545,0.20546089319719207,95.7407,100
18,99.86111111111111,94.81481481481481,0.008088483290253756,0.17886429362826878,95.7407,100
19,99.67592592592592,94.44444444444444,0.011725318357896279,0.20598923497729832,95.7407,100
20,99.76851851851852,95.37037037037037,0.008673826876260778,0.16789931307236353,95.7407,100
21,100.0,95.0,0.004324010549359681,0.17463371654351553,95.7407,100
22,99.9074074074074,94.62962962962963,0.0036731640233055632,0.1764048193064001,95.7407,100
23,99.9074074074074,94.62962962962963,0.006362974987817271,0.1844248879286978,95.7407,100
24,99.9074074074074,94.25925925925925,0.004713020523708752,0.16853991109463903,95.7407,100
25,100.0,94.07407407407408,0.003787521695759257,0.18079162140687308,95.7407,100
26,100.0,95.37037037037037,0.0035726784023127575,0.15059704043798977,95.7407,100
27,100.0,94.07407407407408,0.003455365270115983,0.15889112816916573,95.7407,100
28,99.86111111111111,95.0,0.007190338736536968,0.14385016873064968,95.7407,100
29,99.9074074074074,95.55555555555556,0.004456065230496118,0.15259896425737274,95.7407,100
30,99.95370370370371,94.62962962962963,0.004558583072674296,0.18806813781460127,95.7407,100
31,100.0,95.18518518518519,0.00394058573361048,0.13949141216774782,95.7407,100
32,99.9074074074074,96.11111111111111,0.0032446833519155487,0.13105559514628518,95.7407,100
33,100.0,94.81481481481481,0.003963024686741205,0.15046903491020203,95.7407,100
34,99.95370370370371,95.92592592592592,0.003337593708077774,0.14421552419662476,95.7407,100
35,99.86111111111111,94.44444444444444,0.0050857069607659735,0.16252062428328726,95.7407,100
36,99.95370370370371,94.81481481481481,0.0024151740183108762,0.16445189652343592,95.7407,100
37,100.0,96.11111111111111,0.002759465976851061,0.1411347474075026,95.7407,100
38,100.0,96.11111111111111,0.0019293651874998912,0.15211642678413126,95.7407,100
39,100.0,95.55555555555556,0.0016708406876526115,0.16379915136429998,95.7407,100
40,100.0,94.81481481481481,0.0025334335659863427,0.15394563227891922,95.7407,100
41,100.0,95.0,0.0024089707012000658,0.16482759039435121,95.7407,100
42,99.9074074074074,95.74074074074075,0.0032046455436262906,0.14863041477898756,95.7407,100
43,100.0,94.44444444444444,0.002013746474403888,0.1600081921658582,95.7407,100
44,100.0,95.92592592592592,0.0021460832735208575,0.14689603375477922,95.7407,100
45,100.0,95.92592592592592,0.0020650581966893855,0.1423463316427337,95.7407,100
46,100.0,95.74074074074075,0.0016180543213575968,0.1491393144759867,95.7407,100
47,100.0,96.11111111111111,0.0016271133996162783,0.1316310805785987,95.7407,100
48,100.0,95.37037037037037,0.0010569875688387958,0.14148031247572768,95.7407,100
49,99.95370370370371,95.18518518518519,0.0022463481642155197,0.1512829940766096,95.7407,100
